VOTER_ID,LAST_NAME,FIRST_NAME,MIDDLE_NAME,SUFFIX,GENDER,DATE_OF_BIRTH,REGISTRATION_DATE,PARTY,STATUS,HOUSE_NUMBER,STREET_NAME,APT,CITY,STATE,ZIP,COUNTY,PRECINCT,CONGRESSIONAL_DISTRICT,STATE_SENATE_DISTRICT,STATE_HOUSE_DISTRICT,PROPENSITY_SCORE
899904758,Clark,Nicole,Ann,,F,1983-05-09,2016-06-19,DEM,A,214,Broad Ln,,McLean,VA,22106,Fairfax County,117,VA-10,30,87,76
171839853,Hall,Robert,Lynn,,M,1988-08-24,2013-04-11,DEM,A,7708,Valley Rd,Apt 976,Chantilly,VA,20152,Fairfax County,702,VA-10,36,38,40
695922147,Jackson,Nicole,K,,F,1995-09-11,2017-11-08,DEM,A,312,Park Rd,#37,Lorton,VA,22079,Fairfax County,791,VA-11,32,53,28
881498108,Gonzalez,Rachel,J,,F,2002-04-28,2023-12-21,REP,A,3983,Market Dr,,Sterling,VA,20166,Loudoun County,158,VA-08,36,38,62
510190265,Gonzalez,Heather,W,,F,1975-01-31,2014-04-02,NPA,A,150,Church Blvd,,McLean,VA,22101,Fairfax County,345,VA-10,35,87,88
352343931,Lee,Maria,G,,F,1987-05-22,2009-06-09,DEM,A,2768,Highland Rd,,Woodbridge,VA,22193,Prince William County,158,VA-10,35,38,32
138660704,Garcia,Carol,Jo,,F,1937-09-10,2005-12-08,REP,A,8696,Spring Ct,,Ashburn,VA,20147,Loudoun County,237,VA-08,31,42,23
823923536,Thompson,Mary,F,III,F,1976-09-17,2001-05-13,NPA,A,2594,Sunset St,#38,Chantilly,VA,20151,Fairfax County,548,VA-10,39,46,16
764943338,Robinson,Melissa,D,,F,2001-05-10,2021-06-07,NPA,A,5177,Main Dr,,Leesburg,VA,20175,Loudoun County,476,VA-11,35,48,98
264599097,Lewis,Joshua,Rose,III,M,1949-02-19,1974-10-21,DEM,A,3225,Spring Blvd,,Centreville,VA,20120,Fairfax County,140,VA-08,34,38,26
537014695,Williams,Patricia,,,F,1988-07-30,2009-12-04,LIB,A,821,Chestnut Ave,,Alexandria,VA,22311,Alexandria City,573,VA-10,30,42,96
715997729,Thompson,Cynthia,Ann,,F,1992-12-11,2022-03-01,DEM,A,7173,Maple Cir,#14,Lorton,VA,22079,Fairfax County,677,VA-11,32,35,34
177531324,Evans,Elizabeth,Jo,,F,1993-10-06,2011-12-10,LIB,A,9528,Main Ln,,Leesburg,VA,20175,Loudoun County,335,VA-10,31,44,73
835350127,Evans,Michelle,P,II,F,1941-04-08,1972-02-10,DEM,A,4946,Cedar Dr,,Alexandria,VA,22301,Alexandria City,214,VA-10,31,47,94
415024544,Carter,Gary,F,Jr,M,1961-10-06,1987-04-05,REP,A,1640,Valley Ct,,Fairfax,VA,22042,Fairfax County,805,VA-10,39,48,22
399468967,Perez,Nicole,Sue,,F,1948-02-09,1987-11-12,NPA,A,4180,Main Ct,Apt 447,Manassas,VA,20111,Manassas City,360,VA-10,32,41,34
329912272,Jones,Barbara,F,,F,1974-09-01,2010-01-01,DEM,A,2353,Cedar St,,Leesburg,VA,20175,Loudoun County,478,VA-10,39,42,48
180590135,Nelson,Charles,J,Sr,M,1947-02-04,2012-11-08,REP,A,9375,Elm Dr,,Leesburg,VA,20175,Loudoun County,634,VA-10,30,47,4
448068818,Scott,Barbara,F,,F,1934-07-09,1994-11-20,DEM,A,7710,Broad Blvd,,Chantilly,VA,20152,Fairfax County,647,VA-11,37,46,76
462250499,Martin,Brian,N,,M,1995-12-13,2022-03-26,NPA,A,9893,Spring Dr,#42,Springfield,VA,22152,Fairfax County,343,VA-11,35,67,55
897815003,Thomas,Melissa,Mae,Jr,F,1963-10-18,2001-08-05,DEM,A,2497,Hill Cir,,Ashburn,VA,20148,Loudoun County,786,VA-08,31,40,81
515219499,Torres,Raymond,D,,M,1943-06-22,1994-11-13,REP,A,4043,Lake Dr,,Annandale,VA,22003,Fairfax County,585,VA-08,32,34,55
123492732,Clark,David,,,M,1948-07-15,2004-02-09,REP,A,4551,Washington Pl,,Alexandria,VA,22310,Alexandria City,650,VA-10,39,87,39
940848021,Johnson,Deborah,,,F,1986-08-06,2006-01-02,DEM,I,5805,Lake Ln,,Lorton,VA,22079,Fairfax County,822,VA-08,39,87,53
957745830,Walker,Brenda,Sue,,F,1959-01-09,1994-07-13,REP,A,1763,Hill Rd,#44,Fairfax,VA,22032,Fairfax County,952,VA-08,39,39,25
571400622,Wright,Brenda,Mae,Sr,F,1988-11-27,2017-08-28,DEM,A,4219,Meadow Ct,,Centreville,VA,20121,Fairfax County,303,VA-08,35,43,12
570726097,Robinson,Carolyn,Jean,,F,1988-03-07,2015-04-30,DEM,A,2484,School Ave,,Arlington,VA,22204,Arlington County,866,VA-08,34,45,82
548382828,Roberts,Raymond,E,,M,1977-06-19,2024-08-19,DEM,A,2458,Pine Dr,,Woodbridge,VA,22193,Prince William County,730,VA-08,34,34,95
155068529,Smith,Margaret,E,,F,1933-05-16,2013-04-20,NPA,A,7772,Front Rd,,Fairfax,VA,22042,Fairfax County,275,VA-11,35,49,96
329811428,Evans,Susan,K,II,F,1957-04-23,1997-04-25,REP,A,1715,Walnut Way,#28,Woodbridge,VA,22192,Prince William County,769,VA-10,34,36,24
664882147,Thomas,Andrew,L,,M,1949-11-03,1999-05-08,DEM,A,1457,Cedar Ave,,Sterling,VA,20165,Loudoun County,386,VA-10,31,38,99
432136364,Robinson,William,T,,M,1994-02-19,2023-02-18,NPA,A,4748,Oak Ct,,McLean,VA,22106,Fairfax County,875,VA-11,34,43,65
608124995,Martinez,Ryan,K,,M,1939-01-31,2022-09-22,DEM,A,1864,Valley Rd,,Falls Church,VA,22042,Falls Church City,659,VA-08,37,47,41
890859669,Gonzalez,Ronald,Lynn,,M,1935-01-17,1992-08-16,NPA,A,8252,Valley Ct,,Chantilly,VA,20151,Fairfax County,825,VA-11,36,44,96
800138394,Nguyen,Shirley,N,,F,1934-08-21,2023-01-08,DEM,A,8927,Lincoln Pl,#3,Ashburn,VA,20148,Loudoun County,791,VA-10,36,48,91
122216686,Morris,Raymond,T,,M,1962-01-03,2000-07-25,DEM,A,7460,Lake Ct,Apt 102,Arlington,VA,22204,Arlington County,248,VA-11,36,34,50
947182332,Nelson,Lisa,Ann,,F,1982-03-24,2019-02-16,NPA,A,2785,Mill Ave,,Vienna,VA,22182,Fairfax County,981,VA-08,32,37,85
118383884,Wright,Betty,T,,F,1940-02-02,1984-07-23,DEM,I,2727,Meadow Way,Apt 681,Herndon,VA,20171,Fairfax County,605,VA-10,36,37,81
536874285,Mitchell,Rebecca,A,,F,1988-02-13,2009-01-03,REP,A,8628,Sunset Ave,,Falls Church,VA,22046,Falls Church City,985,VA-08,30,44,25
806414434,Rivera,Nancy,F,,F,1996-11-04,2020-09-21,NPA,A,1957,Cedar Ln,,Falls Church,VA,22043,Falls Church City,229,VA-08,31,41,5
211533646,Murphy,Joshua,Jo,,M,1971-05-18,2022-03-31,DEM,A,1226,Cedar Cir,,Arlington,VA,22203,Arlington County,175,VA-10,39,37,26
367394651,Rivera,Patrick,J,,M,1994-05-03,2021-02-23,REP,A,8668,School Ln,Apt 632,Alexandria,VA,22312,Alexandria City,478,VA-08,30,47,21
716944919,Adams,Kimberly,,,F,1943-07-27,2022-12-31,REP,A,4244,Walnut Rd,,Vienna,VA,22182,Fairfax County,232,VA-11,30,41,100
608131097,Smith,Frank,Jo,,M,1972-04-15,2010-01-20,DEM,A,2119,Center Blvd,,Herndon,VA,20170,Fairfax County,947,VA-11,33,38,21
758841666,Robinson,Justin,Lynn,,M,1957-08-19,1993-01-09,REP,A,6499,Hill Rd,,Springfield,VA,22153,Fairfax County,303,VA-11,37,46,22
310741952,Smith,Shirley,K,,F,1970-12-20,2022-07-11,REP,A,9405,Church St,,Ashburn,VA,20148,Loudoun County,564,VA-11,34,86,20
732032603,Thompson,Kevin,,,M,1997-06-20,2020-07-12,DEM,A,9314,Main Ave,,McLean,VA,22102,Fairfax County,460,VA-08,37,47,53
594839420,Cook,Kevin,S,IV,M,1944-02-17,1992-06-16,REP,A,823,Forest Ln,,Ashburn,VA,20147,Loudoun County,173,VA-10,35,37,9
809224320,Rodriguez,Brandon,C,,M,1955-07-07,1999-11-18,REP,A,1136,Market Rd,,Lorton,VA,22079,Fairfax County,608,VA-08,36,37,8
456563737,Flores,Nancy,,,F,1969-05-14,2014-03-13,DEM,A,428,Washington Ct,#9,Vienna,VA,22182,Fairfax County,819,VA-08,32,35,23
749475049,Ramirez,Robert,,,M,1946-04-23,1978-01-07,REP,A,7347,Maple Ct,,Leesburg,VA,20175,Loudoun County,672,VA-11,34,44,3
956523994,Harris,Dorothy,H,Sr,F,1966-05-30,1995-09-13,REP,A,9041,Market Rd,,Reston,VA,20190,Fairfax County,847,VA-11,31,38,18
520559510,Nelson,Melissa,D,,F,1968-03-28,2021-03-21,REP,A,786,Sunset St,,Sterling,VA,20165,Loudoun County,436,VA-11,39,48,62
360614557,Green,Steven,T,,M,1999-08-31,2022-08-04,REP,A,3276,River Dr,#27,McLean,VA,22106,Fairfax County,532,VA-11,31,38,70
124150584,Campbell,George,Sue,,M,1942-06-08,1992-08-05,DEM,I,768,Market Ct,Apt 791,Fairfax,VA,22102,Fairfax County,725,VA-10,34,35,19
137320548,Thomas,George,M,,M,1971-03-10,2009-11-21,IND,A,715,Park St,,Arlington,VA,22206,Arlington County,433,VA-10,33,53,26
162218019,Lee,Maria,Rose,,F,1988-09-13,2015-02-18,DEM,A,274,Front Rd,,Ashburn,VA,20147,Loudoun County,191,VA-10,36,37,55
462379074,Collins,Joseph,Ann,,M,1998-05-30,2018-07-14,NPA,A,8781,Forest Blvd,,McLean,VA,22102,Fairfax County,732,VA-11,32,40,61
992699868,Turner,Sharon,C,Sr,F,1941-03-01,1981-07-22,REP,A,790,Washington St,Apt 271,Lorton,VA,22079,Fairfax County,769,VA-08,30,46,15
770534487,Thomas,Joseph,Marie,II,M,1929-09-28,2010-02-21,NPA,A,4989,Lake Pl,#25,Vienna,VA,22181,Fairfax County,926,VA-08,33,41,65
132770955,Adams,Brenda,,,F,1995-06-01,2016-04-04,DEM,A,9590,River Cir,,Ashburn,VA,20148,Loudoun County,240,VA-11,34,86,62
941895248,Scott,Joshua,R,Sr,M,2006-04-23,2024-06-15,NPA,A,8623,Pine Way,,Centreville,VA,20120,Fairfax County,505,VA-10,31,38,90
566270399,Baker,Anna,K,,F,1963-02-17,2016-02-25,REP,A,9486,River Blvd,,Ashburn,VA,20148,Loudoun County,408,VA-10,36,37,67
519551700,Davis,Michael,Rose,Sr,M,1954-02-08,1979-04-15,DEM,A,5586,Market St,Apt 167,Vienna,VA,22182,Fairfax County,909,VA-11,34,36,29
276386655,Campbell,Sarah,Mae,,F,1945-11-02,1982-04-23,REP,A,9200,Union Ave,,Centreville,VA,20120,Fairfax County,860,VA-08,31,42,2
721488771,Harris,James,H,,M,1983-05-02,2024-01-10,REP,A,7763,Forest Way,,Burke,VA,22015,Fairfax County,233,VA-10,31,67,30
913765794,Allen,Donna,C,,F,1984-05-21,2014-10-10,NPA,A,7501,Washington Ln,#15,Arlington,VA,22204,Arlington County,912,VA-10,37,53,17
212636500,Edwards,Joseph,M,II,M,1969-07-29,1988-04-22,LIB,A,9478,Lincoln Pl,,Burke,VA,22015,Fairfax County,966,VA-11,31,48,48
346744870,Jones,Patrick,M,,M,2002-03-13,2021-11-01,LIB,A,7582,Lincoln Cir,,Sterling,VA,20165,Loudoun County,943,VA-10,39,43,78
292245204,Jackson,Angela,J,,F,2006-06-22,2024-11-08,DEM,A,1181,Broad Ave,,Leesburg,VA,20177,Loudoun County,987,VA-08,37,36,36
765225104,Walker,Deborah,N,II,F,1952-01-14,2010-07-21,REP,A,1377,College Ave,,Springfield,VA,22153,Fairfax County,879,VA-11,37,46,54
468669978,Baker,John,H,,M,1964-10-04,1989-11-22,LIB,A,4496,Hill Rd,,Burke,VA,22015,Fairfax County,732,VA-10,34,39,64
743172472,Nguyen,Ronald,R,,M,1972-09-28,2017-04-09,DEM,A,3762,Center Way,,Centreville,VA,20120,Fairfax County,650,VA-11,37,53,26
231011214,Parker,Eric,Ray,III,M,1959-05-18,1980-05-20,DEM,A,3543,River Ln,,Fairfax,VA,22060,Fairfax County,255,VA-08,31,40,73
490530383,Brown,Brenda,J,Jr,F,1929-05-20,2002-05-21,NPA,A,8525,Meadow Way,#21,Herndon,VA,20170,Fairfax County,325,VA-11,36,47,6
338462508,Allen,Nancy,J,,F,1944-02-12,2008-05-29,NPA,A,2330,Front St,Apt 434,Burke,VA,22015,Fairfax County,553,VA-11,33,36,96
774024817,Jackson,Janet,Jo,,F,1929-03-08,2002-11-11,DEM,I,2847,Front Blvd,,Leesburg,VA,20177,Loudoun County,283,VA-08,39,37,74
254482410,Collins,Karen,C,,F,1947-11-13,1978-02-04,DEM,A,7531,River Way,,Leesburg,VA,20177,Loudoun County,182,VA-11,37,37,65
571153623,Thomas,Rachel,P,,F,2000-06-06,2020-12-28,REP,A,8113,Cherry Pl,,Lorton,VA,22079,Fairfax County,426,VA-10,33,34,57
751310272,Jones,Jeffrey,L,,M,1971-05-07,2018-11-28,REP,A,1943,Washington Pl,,Woodbridge,VA,22194,Prince William County,398,VA-11,33,38,15
889116616,Baker,Amanda,P,,F,1994-07-02,2016-02-21,NPA,I,8865,River St,,McLean,VA,22106,Fairfax County,130,VA-10,34,41,92
224483073,Torres,James,Jo,Jr,M,1939-04-18,2023-03-31,DEM,A,1986,Pine Ct,,Manassas,VA,20108,Manassas City,313,VA-08,31,48,41
718936517,Murphy,Thomas,M,,M,1944-11-12,1972-11-11,NPA,I,5718,Chestnut Way,,Woodbridge,VA,22192,Prince William County,493,VA-08,34,86,19
398425899,Jackson,Scott,Rose,,M,1931-10-30,1987-05-17,NPA,A,6334,Market Ave,,Centreville,VA,20121,Fairfax County,139,VA-11,35,38,78
556522920,Campbell,Jeffrey,F,,M,1983-10-30,2002-01-02,REP,I,2229,Pine Ln,,Lorton,VA,22079,Fairfax County,255,VA-10,32,34,22
309901229,Parker,Kathleen,G,,F,1961-08-25,2017-12-14,NPA,A,822,Sunset St,,Alexandria,VA,22302,Alexandria City,910,VA-08,30,47,55
372967863,Thomas,Susan,D,,F,1958-06-20,1983-02-24,REP,A,6016,Meadow Ln,,Arlington,VA,22205,Arlington County,721,VA-11,33,34,2
638842340,Garcia,Karen,Lynn,III,F,1937-09-26,1991-08-01,GRN,A,410,Oak St,,Herndon,VA,20171,Fairfax County,714,VA-10,30,36,80
277320652,Turner,Stephanie,,,F,1937-04-12,2011-07-24,DEM,A,2070,Market Ct,#28,Sterling,VA,20165,Loudoun County,516,VA-10,31,38,22
650781494,Wilson,John,,,M,1994-08-24,2024-02-15,NPA,A,1558,Spring St,#33,Reston,VA,20190,Fairfax County,141,VA-11,31,41,37
609283947,Morris,Karen,H,,F,1985-01-12,2019-05-24,GRN,I,8426,Main Ave,Apt 328,Ashburn,VA,20148,Loudoun County,548,VA-08,32,37,45
153714342,Parker,Daniel,N,,M,2001-02-13,2022-05-11,REP,A,1476,Front Rd,,Chantilly,VA,20151,Fairfax County,529,VA-11,36,67,90
756919472,Rivera,Sandra,H,,F,1940-10-24,2007-12-30,NPA,A,7098,Oak Pl,,Falls Church,VA,22043,Falls Church City,374,VA-11,39,67,22
990879569,Martin,Angela,K,,F,1985-01-06,2006-06-06,DEM,I,1774,River Rd,#38,Ashburn,VA,20148,Loudoun County,464,VA-11,39,38,0
894929258,Nelson,Brian,L,,M,1981-02-25,2009-06-08,DEM,I,6778,School St,,Vienna,VA,22181,Fairfax County,145,VA-11,39,37,40
644089873,Taylor,Frank,C,II,M,1998-01-02,2020-06-29,REP,A,1687,Hill Ave,,Woodbridge,VA,22192,Prince William County,235,VA-11,32,46,63
423338835,Perez,Kenneth,T,,M,1935-02-26,1981-02-19,IND,A,1059,Center Pl,,Herndon,VA,20170,Fairfax County,705,VA-08,31,49,8
748164746,Brown,Nancy,Ann,,F,1977-12-16,2007-04-16,DEM,A,7167,Forest Ct,,Ashburn,VA,20148,Loudoun County,520,VA-10,35,47,87
631002070,Hall,James,Sue,,M,1952-03-01,1985-09-10,REP,A,3066,Lincoln Pl,,Herndon,VA,20171,Fairfax County,846,VA-08,35,87,7
349710178,Torres,Daniel,Lynn,,M,1930-05-20,2010-01-09,REP,A,4410,Center Rd,,Herndon,VA,20171,Fairfax County,312,VA-08,33,53,25
835602271,Moore,Maria,D,,F,1983-05-11,2014-09-15,NPA,A,7754,Church Rd,,Centreville,VA,20121,Fairfax County,212,VA-08,32,48,29
112686584,Smith,Carolyn,D,,F,2006-07-18,2024-05-06,DEM,A,5489,Walnut Dr,#45,Arlington,VA,22205,Arlington County,458,VA-11,32,42,62
963186550,Jones,Nicholas,Mae,,M,1989-09-16,2013-06-05,DEM,A,7062,Mill Rd,,Leesburg,VA,20175,Loudoun County,644,VA-10,30,67,21
153017184,King,Emma,K,IV,F,1936-06-05,1998-03-20,DEM,A,2276,Market Pl,,Manassas,VA,20112,Manassas City,346,VA-08,30,36,86
922952629,Martinez,Christopher,H,,M,1943-01-08,1986-08-10,REP,A,134,Main Ave,Apt 877,McLean,VA,22101,Fairfax County,761,VA-08,30,53,84
518688497,Lee,Matthew,Marie,,M,2004-06-10,2022-07-20,REP,A,3353,Cherry St,,Arlington,VA,22201,Arlington County,305,VA-10,35,86,38
227037914,Morris,James,Mae,,M,1967-02-14,2016-10-20,NPA,A,3783,Park St,Apt 484,Fairfax,VA,22182,Fairfax County,269,VA-11,34,87,47
437535659,Jones,Helen,Jean,,F,1976-10-29,2013-03-26,REP,A,7530,Center Ave,,Reston,VA,20191,Fairfax County,193,VA-08,30,36,13
996583366,Jackson,Cynthia,F,,F,1991-06-01,2017-08-21,DEM,A,1682,Sunset Way,,Reston,VA,20190,Fairfax County,726,VA-10,32,39,14
682231056,Edwards,James,K,,M,1975-09-12,1993-01-01,DEM,A,915,Maple Ct,,Sterling,VA,20164,Loudoun County,664,VA-08,37,39,21
801846847,Jones,Jacob,D,,M,2000-11-24,2018-08-30,REP,A,9510,Mill St,,Fairfax,VA,22033,Fairfax County,215,VA-08,36,36,75
941460924,Rivera,Brenda,Lee,,F,1958-11-27,1988-08-20,REP,A,7773,Spring Cir,,Sterling,VA,20166,Loudoun County,752,VA-11,34,42,96
478428730,King,Kimberly,S,,F,1948-08-03,2017-07-18,DEM,A,4572,Sunset Ct,,Arlington,VA,22207,Arlington County,498,VA-08,34,43,93
516504706,Torres,Anthony,M,,M,2005-01-18,2024-07-07,REP,A,1855,Oak Pl,Apt 98,Burke,VA,22015,Fairfax County,191,VA-08,31,36,100
731575530,Perez,Charles,Ann,,M,1978-01-28,2003-12-12,DEM,A,489,River Cir,Apt 266,Reston,VA,20194,Fairfax County,512,VA-08,31,38,18
559999853,Lewis,Jennifer,Ann,,F,1992-02-21,2019-12-08,DEM,A,7697,College Way,,Vienna,VA,22180,Fairfax County,603,VA-11,31,35,1
234546708,Jones,Barbara,Marie,IV,F,1941-04-24,2000-03-20,NPA,A,5984,Mill Dr,Apt 734,Reston,VA,20194,Fairfax County,620,VA-10,36,36,3
297187203,Edwards,Larry,Ann,,M,2003-12-24,2023-02-07,REP,A,145,River Pl,,McLean,VA,22101,Fairfax County,355,VA-08,33,39,63
544533991,Nguyen,Nancy,D,,F,2002-12-26,2024-05-14,NPA,A,3726,Park Blvd,,Herndon,VA,20170,Fairfax County,190,VA-11,36,35,36
846146468,Stewart,Charles,H,,M,1978-07-21,2015-12-02,LIB,I,206,Park Blvd,,McLean,VA,22101,Fairfax County,859,VA-11,39,48,32
930138373,Garcia,Jessica,Lynn,,F,1957-10-09,1975-07-20,DEM,A,7168,Walnut Rd,,Reston,VA,20190,Fairfax County,315,VA-11,31,53,57
811338235,Scott,William,Rose,IV,M,1948-09-17,2022-03-16,GRN,A,8440,Hill Blvd,,Manassas,VA,20109,Manassas City,118,VA-08,32,49,16
593490527,Moore,Elizabeth,W,Jr,F,1964-12-01,1991-06-26,REP,A,1181,Spring Blvd,,Herndon,VA,20170,Fairfax County,120,VA-08,30,40,98
522255656,Wright,Brandon,R,,M,1938-12-17,1972-01-21,REP,A,1568,Spring Ave,,Reston,VA,20194,Fairfax County,129,VA-11,39,40,12
142188165,Hall,Sandra,Mae,,F,1939-10-20,2015-12-12,REP,A,6025,Oak Ln,,Chantilly,VA,20152,Fairfax County,540,VA-10,36,46,98
954769398,Flores,Jack,Jo,,M,1959-06-09,1984-08-05,DEM,A,6330,Hill Dr,,Sterling,VA,20166,Loudoun County,424,VA-10,32,45,67
114545162,Roberts,Janet,Ray,,F,1975-05-03,2012-08-02,LIB,A,4537,River Ct,,Centreville,VA,20121,Fairfax County,961,VA-10,33,42,13
698054214,Roberts,George,H,,M,1952-07-16,1980-12-29,REP,A,4438,Broad Way,,Annandale,VA,22003,Fairfax County,361,VA-10,35,43,21
302185884,Evans,George,W,,M,1984-09-15,2022-08-31,REP,A,8260,Oak Ave,,Springfield,VA,22152,Fairfax County,308,VA-10,35,38,22
861484069,Murphy,Paul,D,,M,1974-03-20,2011-09-15,DEM,A,502,Front Blvd,#34,Ashburn,VA,20147,Loudoun County,100,VA-08,37,39,73
517782164,Murphy,Nancy,B,IV,F,1952-10-21,2013-06-24,GRN,A,2194,Cherry Blvd,#32,McLean,VA,22102,Fairfax County,432,VA-08,32,48,23
864580285,Allen,Dennis,L,,M,1977-01-20,1999-06-05,DEM,A,2142,Pine Ct,Apt 521,Alexandria,VA,22309,Alexandria City,938,VA-11,39,39,71
438502815,Hill,Dennis,Ann,,M,1948-06-26,2020-04-05,REP,A,3116,Elm Blvd,,Sterling,VA,20164,Loudoun County,635,VA-11,30,46,24
584106465,Scott,Samuel,Lee,,M,1930-12-04,1976-06-08,REP,A,2959,River St,,McLean,VA,22102,Fairfax County,739,VA-11,37,45,39
846736837,Walker,Michael,A,,M,1931-05-10,1985-02-19,NPA,A,344,Maple Cir,,Lorton,VA,22079,Fairfax County,312,VA-10,31,40,57
530477805,Wright,Katherine,Jo,,F,1959-11-23,1995-08-30,REP,A,5158,Washington Ave,,Sterling,VA,20166,Loudoun County,754,VA-08,30,53,67
411364600,Stewart,Michelle,F,,F,1954-07-17,2003-03-07,DEM,A,4309,Center Blvd,,Lorton,VA,22079,Fairfax County,653,VA-10,33,35,59
998476583,Sanchez,Helen,Lynn,,F,1981-12-03,2018-06-30,NPA,I,5513,Lincoln Ln,,McLean,VA,22102,Fairfax County,534,VA-11,34,36,79
339923387,Anderson,Charles,D,III,M,1971-09-14,2007-11-06,REP,A,3680,Highland Way,#4,Herndon,VA,20171,Fairfax County,513,VA-08,31,34,100
296614578,Morris,Charles,Lynn,,M,1946-02-28,1988-04-21,REP,A,6546,Center Blvd,,Woodbridge,VA,22193,Prince William County,459,VA-10,37,34,56
302210968,Martin,John,R,,M,2003-08-01,2023-10-31,REP,A,635,Sunset Blvd,,Chantilly,VA,20151,Fairfax County,569,VA-08,32,36,65
497493972,Martinez,Linda,R,II,F,1975-01-25,2000-04-30,DEM,A,4692,Spring Ct,,Reston,VA,20194,Fairfax County,623,VA-08,32,53,99
296362399,Mitchell,Mark,T,Jr,M,1950-05-01,1972-08-09,REP,A,2259,Oak Rd,,Vienna,VA,22181,Fairfax County,117,VA-11,32,39,66
150622931,Green,Melissa,R,II,F,1985-03-20,2020-09-08,DEM,A,5662,Meadow Ave,,Manassas,VA,20109,Manassas City,195,VA-10,36,67,28
890210175,Hall,Donald,Lynn,II,M,1982-11-11,2002-03-30,DEM,A,910,Center Pl,,Fairfax,VA,22102,Fairfax County,492,VA-10,31,86,97
264938514,Jackson,Matthew,Ann,,M,1985-01-10,2009-11-01,REP,A,8277,Meadow Cir,,Leesburg,VA,20177,Loudoun County,570,VA-08,30,45,61
597434896,Wright,Amanda,F,,F,2006-03-10,2024-01-15,DEM,A,2572,Highland Ln,#47,Centreville,VA,20120,Fairfax County,730,VA-08,35,44,76
220959939,Clark,Samuel,M,IV,M,1966-12-07,2018-04-08,DEM,A,7169,River Ave,,Reston,VA,20190,Fairfax County,908,VA-10,31,40,20
900319685,Wright,Jason,Jo,II,M,1992-07-24,2016-09-06,DEM,A,9649,Cedar Way,,Alexandria,VA,22302,Alexandria City,164,VA-10,32,34,4
219071165,Jackson,Anthony,M,,M,1947-08-12,1982-12-29,DEM,A,3267,Elm St,,Reston,VA,20190,Fairfax County,529,VA-10,39,40,80
568310058,Stewart,Mark,Sue,,M,1981-01-11,2006-07-17,REP,A,188,Mill Dr,#16,Alexandria,VA,22301,Alexandria City,486,VA-08,31,34,32
860474498,Edwards,Daniel,P,Sr,M,1978-12-11,2005-02-21,REP,A,6776,School Ave,Apt 961,Vienna,VA,22181,Fairfax County,962,VA-10,37,37,25
847250398,Morris,Ronald,,Jr,M,1978-02-18,1997-12-12,REP,I,9635,Elm St,,Lorton,VA,22079,Fairfax County,914,VA-08,31,87,13
477896277,Hernandez,Maria,Lynn,III,F,1941-03-12,1999-01-15,REP,A,5147,College Way,#40,Woodbridge,VA,22192,Prince William County,355,VA-08,34,47,63
411254113,Moore,Stephanie,E,Sr,F,1953-11-08,2016-03-22,DEM,A,6833,Valley Dr,,Annandale,VA,22003,Fairfax County,636,VA-11,39,67,11
935966295,Lopez,Jonathan,W,II,M,1961-07-03,1988-05-13,REP,A,9214,School Way,Apt 611,McLean,VA,22101,Fairfax County,157,VA-10,39,67,24
501821297,Murphy,John,Lynn,,M,1966-02-19,2009-01-10,REP,A,7280,Sunset Ln,,Springfield,VA,22151,Fairfax County,970,VA-11,31,53,47
408668408,Turner,Karen,J,,F,1970-06-26,2015-06-03,NPA,A,2343,Church Ct,,Lorton,VA,22079,Fairfax County,319,VA-08,35,41,22
199585411,Hernandez,Richard,D,,M,1960-07-20,1989-06-17,DEM,A,1213,Front Pl,,Reston,VA,20190,Fairfax County,377,VA-08,36,42,54
971969694,Walker,Emily,R,,F,1956-07-01,1986-08-31,DEM,A,8765,Cherry Ln,,Annandale,VA,22003,Fairfax County,815,VA-11,34,86,46
170120064,Walker,Nancy,,,F,1930-05-27,2019-10-12,DEM,A,5276,Chestnut Ave,,Lorton,VA,22079,Fairfax County,565,VA-11,33,44,73
498288692,Nguyen,Sarah,T,,F,1984-05-14,2017-04-26,REP,A,705,Cedar St,,Arlington,VA,22201,Arlington County,839,VA-08,39,41,83
785257010,Rivera,Samantha,Lynn,Sr,F,1945-09-23,1979-12-22,REP,A,3035,Pine Ave,,Sterling,VA,20164,Loudoun County,991,VA-08,34,53,54
728354912,Ramirez,Maria,H,,F,2002-05-06,2023-06-02,REP,A,1407,Hill Blvd,#15,Manassas,VA,20112,Manassas City,199,VA-11,32,37,45
438388789,Green,Elizabeth,Lee,Sr,F,1997-01-11,2023-06-18,REP,A,5316,Washington Rd,,Woodbridge,VA,22191,Prince William County,219,VA-08,31,34,25
913387344,Torres,Jennifer,D,Sr,F,1970-10-01,2023-10-11,DEM,A,2115,Oak Ln,,Falls Church,VA,22046,Falls Church City,537,VA-08,36,36,91
192286195,Hall,Anthony,Lynn,Sr,M,2005-07-25,2024-08-04,DEM,A,5887,Lake Cir,#22,McLean,VA,22101,Fairfax County,685,VA-10,31,45,63
978466067,Thomas,Deborah,,III,F,1952-07-01,2001-02-08,DEM,A,6323,Park Dr,,Falls Church,VA,22041,Falls Church City,128,VA-08,37,49,18
846435811,White,Jennifer,H,,F,1953-12-09,2021-04-05,DEM,A,2317,Forest Dr,#43,Ashburn,VA,20147,Loudoun County,736,VA-08,39,37,26
